timestamp_utc,mts,open,close,high,low,volume
2026-09-07T10:00:00+00:00,1788775200000,0.00017615,0.00021317,0.0002695,0.00014999,3938840.69641899
2026-09-07T09:00:00+00:00,1788771600000,0.00014999,0.00018244,0.00025337,0.0001245,5927026.94899842
2026-09-07T08:00:00+00:00,1788768000000,0.00013997,0.00014998,0.00026,0.00010959,8165322.86793019
2026-09-07T07:00:00+00:00,1788764400000,0.00014852,0.00018356,0.00019,0.00010959,4031297.98317604
2026-09-07T06:00:00+00:00,1788760800000,0.00014998,0.00014852,0.00025033,9e-06,7497618.46128332
2026-09-07T05:00:00+00:00,1788757200000,0.00014999,0.00019,0.00026792,0.000109,7827028.91382454
2026-09-07T04:00:00+00:00,1788753600000,0.00024,0.000203,0.00027204,9e-06,7210050.37339634
2026-09-07T03:00:00+00:00,1788750000000,0.00025358,0.00024,0.000299,0.000135,10825001.669109771
2026-09-07T02:00:00+00:00,1788746400000,0.00022894,0.00025331,0.00029178,0.00015,9875233.41991749
2026-09-07T01:00:00+00:00,1788742800000,0.000193,0.00023258,0.00025,9e-06,6734990.65674117
2026-09-07T00:00:00+00:00,1788739200000,0.00014998,0.00019177,0.00030899,0.00013488,8878503.28690161
2026-09-06T23:00:00+00:00,1788735600000,0.00021027,0.00024354,0.000309,0.00012745,11602136.91853338
2026-09-06T22:00:00+00:00,1788732000000,0.00014,0.00021026,0.0002892,0.00014,7913483.8559853695
2026-09-06T21:00:00+00:00,1788728400000,0.000139,0.00019203,0.00025,7.945e-05,2815024.15183031
2026-09-06T20:00:00+00:00,1788724800000,0.000139,0.000249,0.000249,0.00013253,4150980.70701624
2026-09-06T19:00:00+00:00,1788721200000,0.00013999,0.00015,0.0002,0.00013863,3121336.00075536
2026-09-06T18:00:00+00:00,1788717600000,0.00014999,0.000137,0.00024,0.000103,2350662.88485613
2026-09-06T17:00:00+00:00,1788714000000,0.00014998,0.00014999,0.00030299,0.000103,8383306.34748385
2026-09-06T16:00:00+00:00,1788710400000,0.00015499,0.00014998,0.0003,5e-05,11890778.48392952
2026-09-06T15:00:00+00:00,1788706800000,0.00014971,0.00014999,0.000245,7.945e-05,5527769.6412621
2026-09-06T14:00:00+00:00,1788703200000,0.000149,0.00014971,0.00025,5e-05,5209122.78779047
